dataset,model,pair_id,layer,axis,role,ground_truth,projection
COCO-2017-val,Molmo2-ER,coco_0016_522007,21,horizontal,reference,-0.9321331521739132,-5.5250630378723145
COCO-2017-val,Molmo2-ER,coco_0016_522007,21,horizontal,target,0.8492355879891191,4.871984481811523
COCO-2017-val,Molmo2-ER,coco_0017_445792,21,horizontal,reference,0.8679172413793104,6.323237419128418
COCO-2017-val,Molmo2-ER,coco_0017_445792,21,horizontal,target,-0.934490291262136,-7.103774547576904
COCO-2017-val,Molmo2-ER,coco_0018_429598,21,horizontal,reference,0.9524185295969771,9.426006317138672
COCO-2017-val,Molmo2-ER,coco_0018_429598,21,horizontal,target,-0.700029890746381,-7.610573291778564
COCO-2017-val,Molmo2-ER,coco_0019_119233,21,horizontal,reference,0.6671292517006802,10.914420127868652
COCO-2017-val,Molmo2-ER,coco_0019_119233,21,horizontal,target,-0.9231755175517552,-6.462332725524902
COCO-2017-val,Molmo2-ER,coco_0020_29596,21,horizontal,reference,-0.8214206055429006,-7.415122985839844
COCO-2017-val,Molmo2-ER,coco_0020_29596,21,horizontal,target,0.8953973154079569,3.60740065574646
COCO-2017-val,Molmo2-ER,coco_0021_397303,21,horizontal,reference,0.9124056311881188,5.30136251449585
COCO-2017-val,Molmo2-ER,coco_0021_397303,21,horizontal,target,-0.9097436194128538,-3.320660352706909
COCO-2017-val,Molmo2-ER,coco_0022_104669,21,horizontal,reference,0.922304298212248,7.464808464050293
COCO-2017-val,Molmo2-ER,coco_0022_104669,21,horizontal,target,-0.8679379463186407,-8.641022682189941
COCO-2017-val,Molmo2-ER,coco_0023_520077,21,horizontal,reference,-0.7904720340154868,-7.361376285552978
COCO-2017-val,Molmo2-ER,coco_0023_520077,21,horizontal,target,0.929605068168346,3.6826400756835938
COCO-2017-val,Molmo2-ER,coco_0024_99024,21,horizontal,reference,0.9414097003154576,7.84333610534668
COCO-2017-val,Molmo2-ER,coco_0024_99024,21,horizontal,target,-0.4955116931516028,-1.3990695476531982
COCO-2017-val,Molmo2-ER,coco_0025_191580,21,horizontal,reference,-0.3360402342536702,-3.0141196250915527
COCO-2017-val,Molmo2-ER,coco_0025_191580,21,horizontal,target,-0.4914238441451004,-1.1953518390655518
COCO-2017-val,Molmo2-ER,coco_0026_476704,21,horizontal,reference,0.8878477822580648,9.037813186645508
COCO-2017-val,Molmo2-ER,coco_0026_476704,21,horizontal,target,-0.7700166392461862,-9.840763092041016
COCO-2017-val,Molmo2-ER,coco_0027_15335,21,horizontal,reference,-0.8424558227114718,-8.357518196105957
COCO-2017-val,Molmo2-ER,coco_0027_15335,21,horizontal,target,0.9366914929768916,0.8193684816360474
COCO-2017-val,Molmo2-ER,coco_0028_146457,21,horizontal,reference,-0.8626306591211718,-7.771117210388184
COCO-2017-val,Molmo2-ER,coco_0028_146457,21,horizontal,target,0.904740145342436,-0.6200080513954163
COCO-2017-val,Molmo2-ER,coco_0029_252219,21,horizontal,reference,0.9113025314361352,9.44359016418457
COCO-2017-val,Molmo2-ER,coco_0029_252219,21,horizontal,target,-0.7935161870503598,-8.257572174072266
COCO-2017-val,Molmo2-ER,coco_0030_405970,21,horizontal,reference,0.8365551775073223,6.101452827453613
COCO-2017-val,Molmo2-ER,coco_0030_405970,21,horizontal,target,-0.8645709373780726,-6.045667171478272
COCO-2017-val,Molmo2-ER,coco_0031_530061,21,horizontal,reference,-0.7883771033449146,-6.3382978439331055
COCO-2017-val,Molmo2-ER,coco_0031_530061,21,horizontal,target,0.845307444600452,0.949348509311676
COCO-2017-val,Molmo2-ER,coco_0032_445846,21,horizontal,reference,-0.7546875,-11.368260383605955
COCO-2017-val,Molmo2-ER,coco_0032_445846,21,horizontal,target,0.8942703181131879,6.000336647033691
COCO-2017-val,Molmo2-ER,coco_0033_160012,21,horizontal,reference,0.7473239436619719,7.29819393157959
COCO-2017-val,Molmo2-ER,coco_0033_160012,21,horizontal,target,-0.8347472985141828,-2.5806775093078613
COCO-2017-val,Molmo2-ER,coco_0034_236914,21,horizontal,reference,0.7318795171612329,11.52966022491455
COCO-2017-val,Molmo2-ER,coco_0034_236914,21,horizontal,target,-0.9254058405383726,-6.618597030639648
COCO-2017-val,Molmo2-ER,coco_0035_14038,21,horizontal,reference,0.8819600499375784,5.825972557067871
COCO-2017-val,Molmo2-ER,coco_0035_14038,21,horizontal,target,-0.741835015631553,-7.149467468261719
COCO-2017-val,Molmo2-ER,coco_0036_232649,21,horizontal,reference,0.4278989192131248,7.506054401397705
COCO-2017-val,Molmo2-ER,coco_0036_232649,21,horizontal,target,-0.7496881108679796,-1.896156907081604
COCO-2017-val,Molmo2-ER,coco_0037_515077,21,horizontal,reference,-0.8549430209150775,-4.2666916847229
COCO-2017-val,Molmo2-ER,coco_0037_515077,21,horizontal,target,0.6975756627293017,4.205325126647949
COCO-2017-val,Molmo2-ER,coco_0038_141821,21,horizontal,reference,0.8430882079851441,9.99649143218994
COCO-2017-val,Molmo2-ER,coco_0038_141821,21,horizontal,target,-0.8532693311632478,-6.573914527893066
COCO-2017-val,Molmo2-ER,coco_0039_242934,21,horizontal,reference,-0.849950046253469,6.438462734222412
COCO-2017-val,Molmo2-ER,coco_0039_242934,21,horizontal,target,0.6695945330296127,2.535265684127808
COCO-2017-val,Molmo2-ER,coco_0040_411754,21,horizontal,reference,0.8843908629441624,2.351978778839112
COCO-2017-val,Molmo2-ER,coco_0040_411754,21,horizontal,target,-0.856444117647059,-3.132728576660156
COCO-2017-val,Molmo2-ER,coco_0041_24610,21,horizontal,reference,-0.9287669361888112,-6.701359272003174
COCO-2017-val,Molmo2-ER,coco_0041_24610,21,horizontal,target,0.7507000481753583,6.4950852394104
COCO-2017-val,Molmo2-ER,coco_0042_26465,21,horizontal,reference,0.7130497470489039,-4.9554524421691895
COCO-2017-val,Molmo2-ER,coco_0042_26465,21,horizontal,target,-0.6695199748348538,-3.1742753982543945
COCO-2017-val,Molmo2-ER,coco_0043_453841,21,horizontal,reference,-0.6943619614512472,-10.967178344726562
COCO-2017-val,Molmo2-ER,coco_0043_453841,21,horizontal,target,0.9094825688073396,2.4773595333099365
COCO-2017-val,Molmo2-ER,coco_0044_81738,21,horizontal,reference,0.810597288795686,6.043570518493652
COCO-2017-val,Molmo2-ER,coco_0044_81738,21,horizontal,target,-0.9571144149191612,-5.3974151611328125
COCO-2017-val,Molmo2-ER,coco_0045_227898,21,horizontal,reference,-0.740243012899263,-0.296658843755722
COCO-2017-val,Molmo2-ER,coco_0045_227898,21,horizontal,target,0.9231632347061176,0.5666947364807129
COCO-2017-val,Molmo2-ER,coco_0046_304984,21,horizontal,reference,0.7628300789528155,10.862685203552246
COCO-2017-val,Molmo2-ER,coco_0046_304984,21,horizontal,target,-0.7360641129565433,-5.584118843078613
COCO-2017-val,Molmo2-ER,coco_0047_348481,21,horizontal,reference,0.3970476944458547,5.655187606811523
COCO-2017-val,Molmo2-ER,coco_0047_348481,21,horizontal,target,-0.8662517115012888,3.6501851081848153
COCO-2017-val,Molmo2-ER,coco_0048_575970,21,horizontal,reference,-0.8405155363378438,-8.820747375488281
COCO-2017-val,Molmo2-ER,coco_0048_575970,21,horizontal,target,0.8046574519230767,-0.4374352693557739
COCO-2017-val,Molmo2-ER,coco_0049_216497,21,horizontal,reference,-0.8295437754633617,-7.809711933135986
COCO-2017-val,Molmo2-ER,coco_0049_216497,21,horizontal,target,0.83955788213448,5.10558032989502
COCO-2017-val,Molmo2-ER,coco_0050_298396,21,horizontal,reference,-0.792261282127914,-3.105041980743408
COCO-2017-val,Molmo2-ER,coco_0050_298396,21,horizontal,target,0.4025346068314135,-0.6860978007316589
COCO-2017-val,Molmo2-ER,coco_0051_528399,21,horizontal,reference,0.811047235324948,3.4736688137054443
COCO-2017-val,Molmo2-ER,coco_0051_528399,21,horizontal,target,-0.774441155988858,-0.2937119007110595
COCO-2017-val,Molmo2-ER,coco_0052_551660,21,horizontal,reference,0.6196243313070586,3.5909981727600098
COCO-2017-val,Molmo2-ER,coco_0052_551660,21,horizontal,target,-0.4922715772779338,-4.695977210998535
COCO-2017-val,Molmo2-ER,coco_0053_147415,21,horizontal,reference,0.655647259221583,7.66408109664917
COCO-2017-val,Molmo2-ER,coco_0053_147415,21,horizontal,target,-0.8491026959722824,-4.23071813583374
COCO-2017-val,Molmo2-ER,coco_0054_497344,21,horizontal,reference,-0.9209098207118008,-4.68942403793335
COCO-2017-val,Molmo2-ER,coco_0054_497344,21,horizontal,target,0.5946134115060462,2.748257160186768
COCO-2017-val,Molmo2-ER,coco_0055_35279,21,horizontal,reference,-0.827034707600016,-3.50008773803711
COCO-2017-val,Molmo2-ER,coco_0055_35279,21,horizontal,target,0.6662400664520107,4.377189636230469
COCO-2017-val,Molmo2-ER,coco_0056_330818,21,horizontal,reference,0.419875372349439,2.353865385055542
COCO-2017-val,Molmo2-ER,coco_0056_330818,21,horizontal,target,0.7581764084016702,3.317530632019043
COCO-2017-val,Molmo2-ER,coco_0057_276285,21,horizontal,reference,-0.0493539713359267,0.9999568462371826
COCO-2017-val,Molmo2-ER,coco_0057_276285,21,horizontal,target,0.3515084777705557,-0.1361790895462036
COCO-2017-val,Molmo2-ER,coco_0058_195918,21,horizontal,reference,-0.7322240310809112,-8.790040969848633
COCO-2017-val,Molmo2-ER,coco_0058_195918,21,horizontal,target,0.8970791928796111,3.628463268280029
COCO-2017-val,Molmo2-ER,coco_0059_515579,21,horizontal,reference,0.6830002411963336,8.473264694213867
COCO-2017-val,Molmo2-ER,coco_0059_515579,21,horizontal,target,-0.8933092550790068,-1.1869431734085083
COCO-2017-val,Molmo2-ER,coco_0060_425361,21,horizontal,reference,-0.7429594356999332,-5.241802215576172
COCO-2017-val,Molmo2-ER,coco_0060_425361,21,horizontal,target,0.9071439741451208,2.647124528884888
COCO-2017-val,Molmo2-ER,coco_0061_283412,21,horizontal,reference,0.57275724308172,0.4662202596664428
COCO-2017-val,Molmo2-ER,coco_0061_283412,21,horizontal,target,-0.808569476828913,-6.233108043670654
COCO-2017-val,Molmo2-ER,coco_0062_1268,21,horizontal,reference,0.723294159716835,5.621074199676514
COCO-2017-val,Molmo2-ER,coco_0062_1268,21,horizontal,target,-0.9031687675070028,-9.50839900970459
COCO-2017-val,Molmo2-ER,coco_0063_308531,21,horizontal,reference,0.0179499992578555,2.223127841949463
COCO-2017-val,Molmo2-ER,coco_0063_308531,21,horizontal,target,0.2461971727173055,-1.241133213043213
COCO-2017-val,Molmo2-ER,coco_0064_414638,21,horizontal,reference,0.8636986700969207,7.712361335754394
COCO-2017-val,Molmo2-ER,coco_0064_414638,21,horizontal,target,-0.5668493597124717,-1.8592195510864256
COCO-2017-val,Molmo2-ER,coco_0065_248400,21,horizontal,reference,0.882608663069544,6.8231587409973145
COCO-2017-val,Molmo2-ER,coco_0065_248400,21,horizontal,target,-0.7076652942730076,-2.362042188644409
COCO-2017-val,Molmo2-ER,coco_0066_130613,21,horizontal,reference,-0.3024208438089252,-6.275047302246094
COCO-2017-val,Molmo2-ER,coco_0066_130613,21,horizontal,target,0.9413175522252496,2.6282691955566406
COCO-2017-val,Molmo2-ER,coco_0067_92053,21,horizontal,reference,-0.9251785009212952,-4.117966651916504
COCO-2017-val,Molmo2-ER,coco_0067_92053,21,horizontal,target,0.7225011319468468,0.2518903613090515
COCO-2017-val,Molmo2-ER,coco_0068_232088,21,horizontal,reference,0.929100459039548,4.369931697845459
COCO-2017-val,Molmo2-ER,coco_0068_232088,21,horizontal,target,-0.5859125206235423,-3.902703046798706
COCO-2017-val,Molmo2-ER,coco_0069_91406,21,horizontal,reference,0.3420823552425664,2.9895386695861816
COCO-2017-val,Molmo2-ER,coco_0069_91406,21,horizontal,target,-0.8975424151696608,-4.481418132781982
COCO-2017-val,Molmo2-ER,coco_0070_419653,21,horizontal,reference,-0.7520695993914808,-8.323562622070312
COCO-2017-val,Molmo2-ER,coco_0070_419653,21,horizontal,target,0.8609313853378555,5.490527629852295
COCO-2017-val,Molmo2-ER,coco_0071_572462,21,horizontal,reference,0.8637707620747059,-3.1852803230285645
COCO-2017-val,Molmo2-ER,coco_0071_572462,21,horizontal,target,-0.3523375182843026,-0.1231648325920105
COCO-2017-val,Molmo2-ER,coco_0072_195842,21,horizontal,reference,0.6121836419753088,7.81800651550293
COCO-2017-val,Molmo2-ER,coco_0072_195842,21,horizontal,target,-0.4087294884169884,-6.210901260375977
COCO-2017-val,Molmo2-ER,coco_0073_6763,21,horizontal,reference,0.6738244875281458,9.989234924316406
COCO-2017-val,Molmo2-ER,coco_0073_6763,21,horizontal,target,-0.719612724757953,-6.192516326904297
COCO-2017-val,Molmo2-ER,coco_0074_36844,21,horizontal,reference,-0.8098541035080122,-10.616584777832031
COCO-2017-val,Molmo2-ER,coco_0074_36844,21,horizontal,target,0.8057254770338207,3.506896734237671
COCO-2017-val,Molmo2-ER,coco_0075_18575,21,horizontal,reference,-0.9790856031128408,-9.373416900634766
COCO-2017-val,Molmo2-ER,coco_0075_18575,21,horizontal,target,0.5008001698439193,-1.4501813650131226
COCO-2017-val,Molmo2-ER,coco_0076_559513,21,horizontal,reference,0.7085766455786182,4.333869457244873
COCO-2017-val,Molmo2-ER,coco_0076_559513,21,horizontal,target,-0.8956790123456793,-2.913741111755371
COCO-2017-val,Molmo2-ER,coco_0077_442323,21,horizontal,reference,0.7901925464162349,5.481818199157715
COCO-2017-val,Molmo2-ER,coco_0077_442323,21,horizontal,target,-0.948899043179588,-5.326817512512207
COCO-2017-val,Molmo2-ER,coco_0078_446651,21,horizontal,reference,-0.6953330960363754,-3.504943609237671
COCO-2017-val,Molmo2-ER,coco_0078_446651,21,horizontal,target,0.8499079997248589,2.1260719299316406
COCO-2017-val,Molmo2-ER,coco_0079_415194,21,horizontal,reference,0.7905012012159247,12.22072982788086
COCO-2017-val,Molmo2-ER,coco_0079_415194,21,horizontal,target,-0.8969616661312776,-6.294287204742432
COCO-2017-val,Molmo2-ER,coco_0080_276055,21,horizontal,reference,0.7571331005044626,2.7910118103027344
COCO-2017-val,Molmo2-ER,coco_0080_276055,21,horizontal,target,-0.6827126035761012,-1.9394917488098145
COCO-2017-val,Molmo2-ER,coco_0081_407646,21,horizontal,reference,-0.8795528644620402,-7.454662322998047
COCO-2017-val,Molmo2-ER,coco_0081_407646,21,horizontal,target,0.8970121212121211,1.027055025100708
COCO-2017-val,Molmo2-ER,coco_0082_127092,21,horizontal,reference,0.7754722850678732,7.329873085021973
COCO-2017-val,Molmo2-ER,coco_0082_127092,21,horizontal,target,-0.8870510262257698,-3.259897470474243
COCO-2017-val,Molmo2-ER,coco_0083_525083,21,horizontal,reference,0.612272022722981,5.690698623657227
COCO-2017-val,Molmo2-ER,coco_0083_525083,21,horizontal,target,-0.9389491580310882,-8.496343612670898
COCO-2017-val,Molmo2-ER,coco_0084_530146,21,horizontal,reference,0.8113188923506665,10.482179641723633
COCO-2017-val,Molmo2-ER,coco_0084_530146,21,horizontal,target,-0.8433644286056542,-8.344316482543945
COCO-2017-val,Molmo2-ER,coco_0085_532129,21,horizontal,reference,0.9349213404753332,7.660019874572754
COCO-2017-val,Molmo2-ER,coco_0085_532129,21,horizontal,target,-0.6359762079960756,-2.941296100616455
COCO-2017-val,Molmo2-ER,coco_0086_74209,21,horizontal,reference,0.7757359741060419,9.429314613342283
COCO-2017-val,Molmo2-ER,coco_0086_74209,21,horizontal,target,-0.8259560797696838,-5.22519588470459
COCO-2017-val,Molmo2-ER,coco_0087_532761,21,horizontal,reference,0.857598632673408,8.514873504638672
COCO-2017-val,Molmo2-ER,coco_0087_532761,21,horizontal,target,-0.6625535242872228,-5.855407238006592
COCO-2017-val,Molmo2-ER,coco_0088_366225,21,horizontal,reference,-0.0466853038272397,-0.2210676670074463
COCO-2017-val,Molmo2-ER,coco_0088_366225,21,horizontal,target,0.8324028071168128,0.7749629020690918
COCO-2017-val,Molmo2-ER,coco_0089_546717,21,horizontal,reference,0.7625617426287685,8.694929122924805
COCO-2017-val,Molmo2-ER,coco_0089_546717,21,horizontal,target,-0.3056596964859998,-6.983664512634277
COCO-2017-val,Molmo2-ER,coco_0090_460494,21,horizontal,reference,-0.8125750557557044,-2.648214817047119
COCO-2017-val,Molmo2-ER,coco_0090_460494,21,horizontal,target,0.7293193219823653,2.04032039642334
COCO-2017-val,Molmo2-ER,coco_0091_311303,21,horizontal,reference,0.4437200918384372,7.106631755828857
COCO-2017-val,Molmo2-ER,coco_0091_311303,21,horizontal,target,-0.9151754275653924,-9.580802917480469
COCO-2017-val,Molmo2-ER,coco_0092_462614,21,horizontal,reference,0.8656498739718761,8.769808769226074
COCO-2017-val,Molmo2-ER,coco_0092_462614,21,horizontal,target,-0.7183107779014752,-5.960478782653809
COCO-2017-val,Molmo2-ER,coco_0093_233825,21,horizontal,reference,0.7878916736091828,11.659153938293455
COCO-2017-val,Molmo2-ER,coco_0093_233825,21,horizontal,target,-0.6312692851110824,-6.798622131347656
COCO-2017-val,Molmo2-ER,coco_0094_558854,21,horizontal,reference,-0.848764119601329,-10.095555305480955
COCO-2017-val,Molmo2-ER,coco_0094_558854,21,horizontal,target,0.6383541701394677,4.544234752655029
COCO-2017-val,Molmo2-ER,coco_0095_457078,21,horizontal,reference,0.8060255811118335,5.336719989776611
COCO-2017-val,Molmo2-ER,coco_0095_457078,21,horizontal,target,-0.7812003596363808,-7.095371723175049
COCO-2017-val,Molmo2-ER,coco_0096_453302,21,horizontal,reference,0.8636040172166424,9.213111877441406
COCO-2017-val,Molmo2-ER,coco_0096_453302,21,horizontal,target,-0.6254937497905426,-6.7100443840026855
COCO-2017-val,Molmo2-ER,coco_0097_311928,21,horizontal,reference,-0.4959920362015846,-2.428974151611328
COCO-2017-val,Molmo2-ER,coco_0097_311928,21,horizontal,target,0.9305565561959656,1.649003028869629
COCO-2017-val,Molmo2-ER,coco_0098_203095,21,horizontal,reference,0.7037828295341924,5.547401428222656
COCO-2017-val,Molmo2-ER,coco_0098_203095,21,horizontal,target,-0.857437068732894,-0.994537591934204
COCO-2017-val,Molmo2-ER,coco_0099_22371,21,horizontal,reference,-0.7227364678962642,-9.45574188232422
COCO-2017-val,Molmo2-ER,coco_0099_22371,21,horizontal,target,0.918347610889016,3.2812986373901367
COCO-2017-val,Molmo2-ER,coco_0100_367195,21,horizontal,reference,0.6175709001233045,6.049905776977539
COCO-2017-val,Molmo2-ER,coco_0100_367195,21,horizontal,target,-0.8551289072591062,-3.08230209350586
COCO-2017-val,Molmo2-ER,coco_0101_280930,21,horizontal,reference,0.791613156580262,9.628546714782717
COCO-2017-val,Molmo2-ER,coco_0101_280930,21,horizontal,target,-0.6299300198294129,-4.754710674285889
COCO-2017-val,Molmo2-ER,coco_0102_163611,21,horizontal,reference,-0.5395856263102726,-6.133696556091309
COCO-2017-val,Molmo2-ER,coco_0102_163611,21,horizontal,target,0.9181645199063232,3.631065845489502
COCO-2017-val,Molmo2-ER,coco_0103_37740,21,horizontal,reference,-0.8089277377617714,-10.19533348083496
COCO-2017-val,Molmo2-ER,coco_0103_37740,21,horizontal,target,0.6850289862016097,2.888202428817749
COCO-2017-val,Molmo2-ER,coco_0104_280891,21,horizontal,reference,-0.416606978547151,-5.3351240158081055
COCO-2017-val,Molmo2-ER,coco_0104_280891,21,horizontal,target,0.8723694420415729,3.725358486175537
COCO-2017-val,Molmo2-ER,coco_0105_465718,21,horizontal,reference,-0.6864085226344174,-13.982532501220703
COCO-2017-val,Molmo2-ER,coco_0105_465718,21,horizontal,target,0.7600536714374613,2.136311292648315
COCO-2017-val,Molmo2-ER,coco_0106_533206,21,horizontal,reference,0.5118497401045141,6.823269844055176
COCO-2017-val,Molmo2-ER,coco_0106_533206,21,horizontal,target,-0.8992321035242292,-3.922062635421753
COCO-2017-val,Molmo2-ER,coco_0107_60899,21,horizontal,reference,0.3485893836074341,6.491767883300781
COCO-2017-val,Molmo2-ER,coco_0107_60899,21,horizontal,target,-0.9027067901234568,-5.463162422180176
COCO-2017-val,Molmo2-ER,coco_0108_30213,21,horizontal,reference,0.7564065609772836,11.005337715148926
COCO-2017-val,Molmo2-ER,coco_0108_30213,21,horizontal,target,-0.6976096536706762,-7.462470531463623
COCO-2017-val,Molmo2-ER,coco_0109_382030,21,horizontal,reference,-0.849648604269294,-7.831151008605957
COCO-2017-val,Molmo2-ER,coco_0109_382030,21,horizontal,target,0.6861547861507129,4.818910598754883
COCO-2017-val,Molmo2-ER,coco_0110_458410,21,horizontal,reference,-0.8858248708617048,-8.965923309326172
COCO-2017-val,Molmo2-ER,coco_0110_458410,21,horizontal,target,0.6075814092177514,3.2928013801574707
COCO-2017-val,Molmo2-ER,coco_0111_226147,21,horizontal,reference,-0.7312795471510326,-3.685710906982422
COCO-2017-val,Molmo2-ER,coco_0111_226147,21,horizontal,target,0.94752223178428,-1.2443790435791016
COCO-2017-val,Molmo2-ER,coco_0112_496954,21,horizontal,reference,0.8006169612046428,9.64233684539795
COCO-2017-val,Molmo2-ER,coco_0112_496954,21,horizontal,target,-0.656639447236181,-4.609836578369141
COCO-2017-val,Molmo2-ER,coco_0113_491366,21,horizontal,reference,-0.7332918899607004,-5.191614151000977
COCO-2017-val,Molmo2-ER,coco_0113_491366,21,horizontal,target,0.8569129497219383,3.2535109519958496
COCO-2017-val,Molmo2-ER,coco_0114_505789,21,horizontal,reference,0.1921895424836601,5.06378173828125
COCO-2017-val,Molmo2-ER,coco_0114_505789,21,horizontal,target,0.8209863977051912,0.8154191970825195
COCO-2017-val,Molmo2-ER,coco_0115_564336,21,horizontal,reference,0.8972651062417001,7.186929702758789
COCO-2017-val,Molmo2-ER,coco_0115_564336,21,horizontal,target,-0.5122150431800865,-1.6234827041625977
COCO-2017-val,Molmo2-ER,coco_0116_287649,21,horizontal,reference,-0.0681435064550516,-1.9582998752594
COCO-2017-val,Molmo2-ER,coco_0116_287649,21,horizontal,target,0.7677451021201023,-1.1321303844451904
COCO-2017-val,Molmo2-ER,coco_0117_87476,21,horizontal,reference,-0.0796602685266012,-0.0534877777099609
COCO-2017-val,Molmo2-ER,coco_0117_87476,21,horizontal,target,0.1642139173534635,0.3272731900215149
COCO-2017-val,Molmo2-ER,coco_0118_340894,21,horizontal,reference,0.5856048490276355,6.862838268280029
COCO-2017-val,Molmo2-ER,coco_0118_340894,21,horizontal,target,-0.9047699922360252,-5.236398696899414
COCO-2017-val,Molmo2-ER,coco_0119_92660,21,horizontal,reference,0.5895851386481801,-3.677045583724976
COCO-2017-val,Molmo2-ER,coco_0119_92660,21,horizontal,target,-0.8806054823416842,-3.988295555114746
COCO-2017-val,Molmo2-ER,coco_0120_25560,21,horizontal,reference,-0.8977717163971,-6.726403713226318
COCO-2017-val,Molmo2-ER,coco_0120_25560,21,horizontal,target,0.1308414708373029,1.2062091827392578
COCO-2017-val,Molmo2-ER,coco_0121_411938,21,horizontal,reference,-0.5767215568862276,-7.212558746337891
COCO-2017-val,Molmo2-ER,coco_0121_411938,21,horizontal,target,0.926633211678832,3.070345640182495
COCO-2017-val,Molmo2-ER,coco_0122_512476,21,horizontal,reference,0.8071929575867545,6.744586944580078
COCO-2017-val,Molmo2-ER,coco_0122_512476,21,horizontal,target,-0.6687089326940154,-2.2076807022094727
COCO-2017-val,Molmo2-ER,coco_0123_568981,21,horizontal,reference,0.9070809057203392,9.112589836120604
COCO-2017-val,Molmo2-ER,coco_0123_568981,21,horizontal,target,-0.5455694034569984,-5.44876766204834
COCO-2017-val,Molmo2-ER,coco_0124_529122,21,horizontal,reference,0.5909069392146316,6.915719032287598
COCO-2017-val,Molmo2-ER,coco_0124_529122,21,horizontal,target,-0.800773010153947,-5.955489158630371
COCO-2017-val,Molmo2-ER,coco_0125_86582,21,horizontal,reference,0.4269972386212148,2.9301586151123047
COCO-2017-val,Molmo2-ER,coco_0125_86582,21,horizontal,target,-0.803241910407152,-0.6511064767837524
COCO-2017-val,Molmo2-ER,coco_0126_91615,21,horizontal,reference,-0.6410838078732359,-3.685343027114868
COCO-2017-val,Molmo2-ER,coco_0126_91615,21,horizontal,target,0.6534011160640307,6.316362380981445
COCO-2017-val,Molmo2-ER,coco_0127_41872,21,horizontal,reference,-0.7126908684514541,-6.399042129516602
